255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,0.69,0.0,0.6303463657733945,0.37419771162973614}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,0.6303463657733945,0.37419771162973614,0.46170011838761216,0.6836932394392027}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,0.46170011838761216,0.6836932394392027,0.21322172611871373,0.8749719949915413}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,0.21322172611871373,0.8749719949915413,-0.0721246396546808,0.9149601437388115}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.0721246396546808,0.9149601437388115,-0.3449999999999998,0.7967433714816836}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.3449999999999998,0.7967433714816836,-0.5582217261187136,0.5407624321090754}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.5582217261187136,0.5407624321090754,-0.6749218445063258,0.19127875555233895}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.6749218445063258,0.19127875555233895,-0.6749218445063259,-0.19127875555233834}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.6749218445063259,-0.19127875555233834,-0.5582217261187137,-0.5407624321090752}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.5582217261187137,-0.5407624321090752,-0.3450000000000003,-0.7967433714816834}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.3450000000000003,-0.7967433714816834,-0.07212463965468141,-0.9149601437388115}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,-0.07212463965468141,-0.9149601437388115,0.21322172611871357,-0.8749719949915414}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,0.21322172611871357,-0.8749719949915414,0.4617001183876118,-0.683693239439203}
255={0.0,0.0,1.0,0.0,0.0,0.0}-{0.0,0.0,0.4617001183876118,-0.683693239439203,0.6303463657733943,-0.37419771162973686}
